Date,VialID,Tag #,Bag #,Time Collected,Species,Collector,Island,GPS time point (UTC),Latitude,Longitude,Preservation,Notes,DNA extract date,DNA extract gel,DNA extract person,Quality
5/19/2022,SAP_087,G1224,620,14:33,OANN,KA,STT,,18.33563799,-64.84887133,,,,,,
5/20/2022,UVI_001,A,,,OFAV,,STT,,18.34386,-64.98236,,,,,,
5/20/2022,UVI_002,B,,,OFAV,,STT,,18.34386,-64.98236,,,,,,
5/20/2022,UVI_003,C,,,OFAV,,STT,,18.34386,-64.98236,,,,,,
5/20/2022,UVI_004,D,,,OFAV,,STT,,18.34386,-64.98236,,,,,,
5/20/2022,UVI_005,E,,,OFAV,,STT,,18.34386,-64.98236,,,,,,
5/20/2022,UVI_006,F,,,OFAV,,STT,,18.34386,-64.98236,,,,,,
5/20/2022,UVI_007,G,,,OFAV,,STT,,18.34386,-64.98236,,,,,,
5/20/2022,UVI_008,H,,,OFAV,,STT,,18.34386,-64.98236,,,,,,
5/20/2022,UVI_009,I,,,OFAV,,STT,,18.34386,-64.98236,,,,,,
5/20/2022,UVI_010,J,,,OFAV,,STT,,18.34386,-64.98236,,,,,,
5/20/2022,UVI_011,K,,,OFAV,,STT,,18.34386,-64.98236,,,,,,
5/20/2022,UVI_012,L,,,OFAV,,STT,,18.34386,-64.98236,,,,,,
5/20/2022,UVI_013,M,,,OFAV,,STT,,18.34386,-64.98236,,,,,,
5/20/2022,UVI_014,N,,,OFAV,,STT,,18.34386,-64.98236,,,,,,
5/20/2022,UVI_015,O,,,OFAV,,STT,,18.34386,-64.98236,,,,,,
5/20/2022,UVI_016,P,,,OFAV,,STT,,18.34386,-64.98236,,,,,,
5/23/2022,THC_001,3401,628,10:18,APAL,Sesno,STT,,18.35674,-64.85407,,,,,,
5/23/2022,THC_002,3400,627,10:23,APAL,Sesno,STT,,18.35674,-64.85407,,,,,,
5/23/2022,THC_003,22,642,10:27,APAL,Sesno,STT,,18.35674,-64.85407,,yellow tag unknown tagger,,,,
5/23/2022,THC_004,3404,151,10:32,APAL,Sesno,STT,,18.35674,-64.85407,,,,,,
5/23/2022,THC_005,34,153,10:43,APAL,Sesno,STT,,18.35674,-64.85407,,yellow tag unknown tagger,,,,
5/23/2022,THC_006,3412,219,10:45,APAL,Sesno,STT,,18.3567,-64.85374,,,,,,
5/23/2022,THC_007,3420,149,10:48,APAL,Sesno,STT,,18.3567,-64.85374,,,,,,
5/23/2022,THC_008,3413,146,10:50,APAL,Sesno,STT,,18.3567,-64.85374,,,,,,
5/23/2022,THC_009,6,218,10:55,APAL,Sesno,STT,,18.3567,-64.85374,,yellow tag unknown tagger,,,,
5/23/2022,THC_010,3387,144,10:59,APAL,Sesno,STT,,18.35678,-64.85362,,,,,,
5/23/2022,THC_011,G1090,145,11:35,ACER,Sesno,STT,,18.35558281,-64.85387851,,,,,,
5/23/2022,THC_012,G1100,223,12:36,ACER,Sesno,STT,,18.356866,-64.85863977,,,,,,
5/23/2022,THC_013,G1099,141,13:00,ACER,Sesno,STT,,18.35685116,-64.86035328,,,,,,
5/23/2022,THC_014,G1098,191,13:02,ACER,Sesno,STT,,18.35688829,-64.86027609,,,,,,
5/23/2022,THC_015,G1089,205,13:04,ACER,Sesno,STT,,18.35693582,-64.86036234,,,,,,
5/23/2022,THC_016,G1088,107,13:07,ACER,Sesno,STT,,18.35690489,-64.86028983,,,,,,
5/23/2022,THC_017,G1080,194,13:10,ACER,Sesno,STT,,18.3569059,-64.86027793,,,,,,
5/23/2022,THC_018,G1079,199,13:13,ACER,Sesno,STT,,18.35697153,-64.86024801,,,,,,
5/23/2022,THC_019,G1070,640,13:16,ACER,Sesno,STT,,18.35694278,-64.86019964,,,,,,
5/23/2022,THC_020,G1069,408,13:20,ACER,Sesno,STT,,18.3570535,-64.86029746,,,,,,
5/23/2022,THC_021,3408,307,10:23,APAL,KA,STT,,18.35674,-64.85407,,,,,,
5/23/2022,THC_022,3399,402,10:28,APAL,KA,STT,,18.35674,-64.85407,,,,,,
5/23/2022,THC_023,3405,305,10:42,APAL,KA,STT,,18.35674,-64.85407,,,,,,
5/23/2022,THC_024,3411,301,10:49,APAL,KA,STT,,18.3567,-64.85374,,,,,,
5/23/2022,THC_025,4073,608,10:52,APAL,KA,STT,,18.3567,-64.85374,,,,,,
5/23/2022,THC_026,3391,618,10:55,APAL,KA,STT,,18.35678,-64.85362,,,,,,
5/23/2022,THC_027,3393,623,10:59,APAL,KA,STT,,18.35678,-64.85362,,,,,,
5/23/2022,THC_028,3397,13,11:04,APAL,KA,STT,,18.35678,-64.85362,,,,,,
5/23/2022,THC_029,3390,617,11:09,APAL,KA,STT,,18.35678,-64.85362,,,,,,
5/23/2022,THC_030,G1051,405,12:25,ACER,KA,STT,,18.35628421,-64.85610257,,,,,,
5/23/2022,THC_031,G1052,643,12:39,ACER,KA,STT,,18.35693029,-64.85838949,,,,,,
5/23/2022,THC_032,G1053,633,12:42,ACER,KA,STT,,18.35694839,-64.85846828,,,,,,
5/23/2022,THC_033,G1054,104,12:26,ACER,KA,STT,,18.35631522,-64.8561646,,,,,,
5/23/2022,THC_034,G1055,109,13:08,ACER,KA,STT,,18.35690849,-64.86029612,,,,,,
5/23/2022,THC_035,G1061,193,13:11,ACER,KA,STT,,18.35696356,-64.86026351,,,,,,
5/23/2022,THC_036,G1062,637,13:14,ACER,KA,STT,,18.35692316,-64.86027625,,,,,,
5/23/2022,THC_037,G1063,196,13:16,ACER,KA,STT,,18.35694278,-64.86019964,,,,,,
5/23/2022,THC_038,G1064,158,13:19,ACER,KA,STT,,18.35702064,-64.8602154,,,,,,
5/23/2022,THC_039,G1065,198,13:22,ACER,KA,STT,,18.3570908,-64.86030777,,,,,,
5/23/2022,THC_040,3409,416,NA,APAL,Jason,STT,,18.35674,-64.85407,,,,,,
5/23/2022,THC_041,3403,126,NA,APAL,Jason,STT,,18.35674,-64.85407,,,,,,
5/23/2022,THC_042,3398,125,NA,APAL,Jason,STT,,18.35674,-64.85407,,,,,,
5/23/2022,THC_043,3406,213,NA,APAL,Jason,STT,,18.35674,-64.85407,,,,,,
5/23/2022,THC_044,3407,412,NA,APAL,Jason,STT,,18.35674,-64.85407,,,,,,
5/23/2022,THC_045,3410,123,NA,APAL,Jason,STT,,18.3567,-64.85374,,,,,,
5/23/2022,THC_046,3419,110,NA,APAL,Jason,STT,,18.3567,-64.85374,,,,,,
5/23/2022,THC_047,3421,418,NA,APAL,Jason,STT,,18.3567,-64.85374,,,,,,
5/23/2022,THC_048,3415,154,NA,APAL,Jason,STT,,18.3567,-64.85374,,,,,,
5/23/2022,THC_049,3394,500,NA,APAL,Jason,STT,,18.35678,-64.85362,,,,,,
5/23/2022,COW_001,3486,632,14:19,APAL,Sesno,STT,,18.30442,64.84591,,,,,,
5/23/2022,COW_002,3481,192,14:22,APAL,Sesno,STT,,18.30442,64.84591,,,,,,
5/23/2022,COW_003,3478,101,14:24,APAL,Sesno,STT,,18.30442,64.84591,,,,,,
5/23/2022,COW_004,3484,156,14:26,APAL,Sesno,STT,,18.30442,64.84591,,,,,,
5/23/2022,COW_005,3482,157,14:28,APAL,Sesno,STT,,18.30442,64.84591,,,,,,
5/23/2022,COW_006,3489,106,14:47,APAL,Sesno,STT,,18.30464,64.84595,,,,,,
5/23/2022,COW_007,3494,224,14:49,APAL,Sesno,STT,,18.30464,64.84595,,,,,,
5/23/2022,COW_008,3500,140,14:51,APAL,Sesno,STT,,18.30464,64.84595,,,,,,
5/23/2022,COW_009,3490,138,14:53,APAL,Sesno,STT,,18.30464,64.84595,,,,,,
5/23/2022,COW_010,3492,406,14:56,APAL,Sesno,STT,,18.30464,64.84595,,,,,,
5/23/2022,COW_011,3474,221,15:16,APAL,Sesno,STT,,18.30466,-64.84613,,,,,,
5/23/2022,COW_012,G1078,159,14:36,ACER,Sesno,STT,,18.30442621,-64.84584128,,,,,,
5/23/2022,COW_013,G1097,190,14:41,ACER,Sesno,STT,,18.30450241,-64.8459955,,,,,,
5/23/2022,COW_014,G1087,155,14:44,ACER,Sesno,STT,,18.30451397,-64.84599307,,,,,,
5/23/2022,COW_015,G1096,220,15:04,ACER,Sesno,STT,,18.30472059,-64.84612953,,,,,,
5/23/2022,COW_016,G1060,100,15:08,ACER,Sesno,STT,,18.3047174,-64.84610086,,,,,,
5/23/2022,COW_017,G1056,135,15:22,ACER,Sesno,STT,,18.30473425,-64.84606708,,,,,,
5/23/2022,COW_018,G1057,410,15:35,ACER,Sesno,STT,,18.30472335,-64.84618661,,,,,,
5/23/2022,COW_019,G1058,415,15:42,ACER,Sesno,STT,,18.30458002,-64.8460002,,,,,,
5/23/2022,COW_020,3480,644,14:28,APAL,KA,STT,,18.30442,64.84591,,,,,,
5/23/2022,COW_021,3483,228,14:33,APAL,KA,STT,,18.30442,64.84591,,,,,,
5/23/2022,COW_022,G1071,509,14:44,ACER,KA,STT,,18.30451397,-64.84599307,,,,,,
5/23/2022,COW_023,G1072,108,14:48,ACER,KA,STT,,18.3045874,-64.8460033,,disease,,,,
5/23/2022,COW_024,G1073,129,14:52,ACER,KA,STT,,18.30469703,-64.84606809,,,,,,
5/23/2022,COW_025,3468,635,14:56,APAL,KA,STT,,18.30466,-64.84613,,,,,,
5/23/2022,COW_026,3473,137,15:00,APAL,KA,STT,,18.30466,-64.84613,,,,,,
5/23/2022,COW_027,3471,232,15:05,APAL,KA,STT,,18.30466,-64.84613,,,,,,
5/23/2022,COW_028,3469,103,15:08,APAL,KA,STT,,18.30466,-64.84613,,,,,,
5/23/2022,COW_029,3470,501,15:10,APAL,KA,STT,,18.30466,-64.84613,,,,,,
5/23/2022,COW_030,3467,222,15:17,APAL,KA,STT,,18.30466,-64.84613,,,,,,
5/23/2022,COW_031,G1074,400,15:23,ACER,KA,STT,,18.3047454,-64.84608158,,disease,,,,
5/23/2022,COW_032,G1075,122,15:28,ACER,KA,STT,,18.30468924,-64.8461618,,,,,,
5/23/2022,COW_033,G1081,507,15:32,ACER,KA,STT,,18.30473064,-64.8461597,,disease,,,,
5/23/2022,COW_034,G1082,626,15:42,ACER,KA,STT,,18.30458002,-64.8460002,,,,,,
5/23/2022,COW_035,G1083,201,15:47,ACER,KA,STT,,18.30444256,-64.84581387,,disease,,,,
5/23/2022,COW_036,3479,624,,APAL,Jason,STT,,18.30442,64.84591,,,,,,
5/23/2022,COW_037,3487,304,,APAL,Jason,STT,,18.30442,64.84591,,,,,,
5/23/2022,COW_038,G1956,404,,ACER,Jason,STT,,18.30442,64.84591,,,,,,
5/23/2022,COW_039,G1957,203,,ACER,Jason,STT,,18.30442,64.84591,,,,,,
5/23/2022,COW_040,3493,619,,APAL,Jason,STT,,18.30464,64.84595,,,,,,
5/23/2022,COW_041,3491,189,,APAL,Jason,STT,,18.30464,64.84595,,,,,,
5/23/2022,COW_042,3498,227,,APAL,Jason,STT,,18.30464,64.84595,,,,,,
5/23/2022,COW_043,3499,150,,APAL,Jason,STT,,18.30464,64.84595,,,,,,
5/23/2022,COW_044,G1958,116,,ACER,Jason,STT,,18.30464,64.84595,,,,,,
5/23/2022,COW_045,3465,503,,APAL,Jason,STT,,18.30466,-64.84613,,,,,,
5/23/2022,COW_046,3472,615,,APAL,Jason,STT,,18.30466,-64.84613,,,,,,
5/23/2022,COW_047,3466,610,,APAL,Jason,STT,,18.30466,-64.84613,,,,,,
5/23/2022,COW_048,G1960,638,,ACER,Jason,STT,,18.30466,-64.84613,,,,,,
5/23/2022,COW_049,G1959,625,,ACER,Jason,STT,,18.30466,-64.84613,,,,,,
5/23/2022,COW_050,G1966,639,,ACER,Jason,STT,,18.30466,-64.84613,,,,,,
5/24/2022,BOT_001,3307,644,10:22,APAL,Sesno,STT,,18.35895,-65.0331,,,,,,
5/24/2022,BOT_002,3303,626,10:25,APAL,Sesno,STT,,18.35895,-65.0331,,,,,,
5/24/2022,BOT_003,3302,232,10:27,APAL,Sesno,STT,,18.35895,-65.0331,,,,,,
5/24/2022,BOT_004,3306,201,10:34,APAL,Sesno,STT,,18.35895,-65.0331,,,,,,
5/24/2022,BOT_005,4040,635,10:39,APAL,Sesno,STT,,18.35895,-65.0331,,,,,,
5/24/2022,BOT_006,4038,509,10:52,APAL,Sesno,STT,,18.35857,-65.03297,,,,,,
5/24/2022,BOT_007,3316,228,10:57,APAL,Sesno,STT,,18.35857,-65.03297,,,,,,
5/24/2022,BOT_008,3318,100,10:59,APAL,Sesno,STT,,18.35857,-65.03297,,,,,,
5/24/2022,BOT_009,G1041,108,11:21,APAL,Sesno,STT,,18.35857,-65.03297,,very shallow; *Tag used for multiple corals,,,,
5/24/2022,BOT_010,G1041,159,11:22,PSTR,Sesno,STT,,18.35857,-65.03297,,very shallow; *Tag used for multiple corals,,,,
5/24/2022,BOT_011,G1031,415,11:31,APAL,Sesno,STT,,18.35857,-65.03297,,very shallow;*Tag used for multiple corals,,,,
5/24/2022,BOT_012,G1031,140,11:32,PSTR,Sesno,STT,,18.35857,-65.03297,,very shallow;*Tag used for multiple corals,,,,
5/24/2022,BOT_013,G1042,157,11:40,PSTR,Sesno,STT,,18.35857,-65.03297,,very shallow,,,,
5/24/2022,BOT_014,G1032,156,11:45,PSTR,Sesno,STT,,18.35857,-65.03297,,,,,,
5/24/2022,BOT_015,G1001,101,11:53,PSTR,Sesno,STT,,18.35857,-65.03297,,,,,,
5/24/2022,BOT_016,3328,221,12:02,APAL,Sesno,STT,,18.35822,-65.03301,,,,,,
5/24/2022,BOT_017,3330,190,12:06,APAL,Sesno,STT,,18.35822,-65.03301,,,,,,
5/24/2022,BOT_018,G1991,418,,PSTR,Jason,STT,,18.35822,-65.03301,,,,,,
5/24/2022,BOT_019,G1984,408,,PSTR,Jason,STT,,18.35822,-65.03301,,,,,,
5/24/2022,BOT_020,G1985,199,,PSTR,Jason,STT,,18.35822,-65.03301,,,,,,
5/24/2022,BOT_021,G1983,123,,PSTR,Jason,STT,,18.35822,-65.03301,,,,,,
5/24/2022,BOT_022,G1982,213,,PSTR,Jason,STT,,18.35822,-65.03301,,,,,,
5/24/2022,BOT_023,3333,125,,APAL,Jason,STT,,18.35822,-65.03301,,,,,,
5/24/2022,BOT_024,3331,126,,APAL,Jason,STT,,18.35822,-65.03301,,,,,,
5/24/2022,BOT_025,3305,146,10:31,APAL,KA,STT,,18.35895,-65.0331,,,,,,
5/24/2022,BOT_026,3304,617,10:34,APAL,KA,STT,,18.35895,-65.0331,,,,,,
5/24/2022,BOT_027,3301,633,10:38,APAL,KA,STT,,18.35895,-65.0331,,,,,,
5/24/2022,BOT_028,3312,109,10:42,APAL,KA,STT,,18.35895,-65.0331,,,,,,
5/24/2022,BOT_029,3310,608,10:46,APAL,KA,STT,,18.35895,-65.0331,,,,,,
5/24/2022,BOT_030,3320,402,10:57,APAL,KA,STT,,18.35857,-65.03297,,,,,,
5/24/2022,BOT_031,3315,618,11:01,APAL,KA,STT,,18.35857,-65.03297,,,,,,
5/24/2022,BOT_032,3313,613,11:07,APAL,KA,STT,,18.35857,-65.03297,,,,,,
5/24/2022,BOT_033,G1006,505,NA,PSTR,KA,STT,,18.35857,-65.03297,,,,,,
5/24/2022,BOT_034,G1007,226,NA,PSTR,KA,STT,,18.35857,-65.03297,,,,,,
5/24/2022,BOT_035,G1008,508,NA,PSTR,KA,STT,,18.35857,-65.03297,,,,,,
5/24/2022,BOT_036,G1014,229,NA,PSTR,KA,STT,,18.35857,-65.03297,,,,,,
5/24/2022,BOT_037,G1009,405,NA,PSTR,KA,STT,,18.35857,-65.03297,,,,,,
5/24/2022,BOT_038,G1010,104,NA,PSTR,KA,STT,,18.35857,-65.03297,,,,,,
5/24/2022,BOT_039,G1017,193,NA,APAL,KA,STT,,18.35857,-65.03297,,,,,,
5/24/2022,BOT_040,G1001,198,NA,APAL,KA,STT,,18.35857,-65.03297,,,,,,
5/24/2022,BOT_041,3326,196,NA,APAL,KA,STT,,18.35822,-65.03301,,,,,,
5/24/2022,BOT_042,3325,305,NA,APAL,KA,STT,,18.35822,-65.03301,,,,,,
5/24/2022,MER_001,G1033,115,13:26,ACER,Sesno,STT,,18.3522063,-65.042028,,,,,,
5/24/2022,MER_002,G1043,616,13:37,ACER,Sesno,STT,,18.3526914,-65.042259,,,,,,
5/24/2022,MER_003,G1045,606,13:41,ACER,Sesno,STT,,18.3529231,-65.042432,,,,,,
5/24/2022,MER_004,see_photo,37,13:47,ACER,Sesno,STT,,18.3529061,-65.042505,,,,,,
5/24/2022,MER_005,G1034,127,13:53,ACER,Sesno,STT,,18.3530884,-65.042487,,,,,,
5/24/2022,MER_006,G1035,105,13:59,ACER,Sesno,STT,,18.35356,-65.042302,,,,,,
5/24/2022,MER_007,G1024,600,14:05,ACER,Sesno,STT,,18.3537583,-65.042196,,,,,,
5/24/2022,MER_008,G1025,607,14:10,ACER,Sesno,STT,,18.3538438,-65.0424,,,,,,
5/24/2022,MER_009,G1004,112,14:13,ACER,Sesno,STT,,18.3539058,-65.042347,,,,,,
5/24/2022,MER_010,G1005,601,14:17,ACER,Sesno,STT,,18.3539965,-65.042418,,,,,,
5/24/2022,MER_011,G1018,604,13:20,ACER,KA,STT,,18.3523561,-65.042925,,,,,,
5/24/2022,MER_012,G1019,623,13:39,ACER,KA,STT,,18.3527909,-65.042421,,,,,,
5/24/2022,MER_013,G1026,612,13:42,ACER,KA,STT,,18.3529199,-65.042439,,,,,,
5/24/2022,MER_014,G1020,307,13:46,ACER,KA,STT,,18.3529164,-65.042488,,,,,,
5/24/2022,MER_015,G1027,301,13:48,ACER,KA,STT,,18.3529163,-65.04251,,,,,,
5/24/2022,MER_016,G1028,187,14:05,ACER,KA,STT,,18.3537583,-65.042196,,,,,,
5/24/2022,MER_017,G1029,637,14:07,ACER,KA,STT,,18.3537734,-65.042196,,,,,,
5/24/2022,MER_018,G1030,407,14:12,ACER,KA,STT,,18.3538672,-65.042345,,,,,,
5/24/2022,MER_019,G1036,158,14:16,ACER,KA,STT,,18.3539864,-65.042357,,,,,,
5/24/2022,MER_020,G1037,643,14:17,ACER,KA,STT,,18.3539965,-65.042418,,,,,,
5/26/2022,COK_039,G1091,414,15:15,PSTR,Sesno,STT,,18.34957668,-64.86597536,,,,,,
5/26/2022,COK_040,G1085,501,15:22,PSTR,Sesno,STT,,18.35029962,-64.86567311,,,,,,
5/26/2022,COK_041,G1084,122,15:29,PSTR,Sesno,STT,,18.35035779,-64.86542132,,*Tag used for multiple corals,,,,
5/26/2022,COK_042,G1084,129,15:29,PAST,Sesno,STT,,18.35035779,-64.86542132,,*Tag used for multiple corals,,,,
5/26/2022,COK_043,G1002,210,15:35,OFRA,Sesno,STT,,18.35057261,-64.86523373,,,,,,
5/26/2022,COK_044,G1011,416,15:40,PSTR,Sesno,STT,,18.35065065,-64.86509509,,*Tag used for multiple corals,,,,
5/26/2022,COK_045,G1011,110,15:40,PAST,Sesno,STT,,18.35065065,-64.86509509,,*Tag used for multiple corals,,,,
5/26/2022,COK_046,G1012,191,15:53,PAST,Sesno,STT,,18.35070237,-64.86472134,,,,,,
5/26/2022,COK_047,G1003,640,15:57,PSTR,Sesno,STT,,18.3508348,-64.86429513,,,,,,
5/26/2022,COK_048,G1085,139,16:13,PAST,Sesno,STT,,18.35054286,-64.86516374,,,,,,
5/26/2022,COK_049,G1077,609,15:21,PSTR,KA,STT,,18.35023097,-64.86572273,,*Tag used for multiple corals,,,,
5/26/2022,COK_050,G1077,155,15:21,PAST,KA,STT,,18.35023097,-64.86572273,,*Tag used for multiple corals,,,,
5/26/2022,COK_051,G1050,195,15:28,PSTR,KA,STT,,18.35028914,-64.86545459,,*Tag used for multiple corals,,,,
5/26/2022,COK_052,G1050,136,15:28,PAST,KA,STT,,18.35028914,-64.86545459,,*Tag used for multiple corals,,,,
5/26/2022,COK_053,G1067,106,15:34,PSTR,KA,STT,,18.35050246,-64.86526424,,,,,,
5/26/2022,COK_054,G1066,148,15:37,OFRA,KA,STT,,18.35061578,-64.86521521,,*Tag used for multiple corals,,,,
5/26/2022,COK_055,G1066,124,15:37,PAST,KA,STT,,18.35061578,-64.86521521,,*Tag used for multiple corals,,,,
5/26/2022,COK_056,G1038,152,15:43,PSTR,KA,STT,,18.35064076,-64.86510641,,*Tag used for multiple corals,,,,
5/26/2022,COK_057,G1038,133,15:43,PAST,KA,STT,,18.35064076,-64.86510641,,*Tag used for multiple corals,,,,
5/26/2022,COK_058,G1046,224,15:50,PSTR,KA,STT,,18.35075433,-64.86482855,,,,,,
5/27/2022,FLR_078,2514,192,NA,APAL,Sesno,STT,,18.31716,-64.98894,,,,,,
5/27/2022,FLR_079,2523,145,NA,APAL,Sesno,STT,,18.31716,-64.98894,,,,,,
5/27/2022,FLR_080,2518,130,NA,APAL,Sesno,STT,,18.31716,-64.98894,,,,,,
5/27/2022,FLR_081,39,413,NA,APAL,Sesno,STT,,18.31696,-64.98897,,yellow tag,,,,
5/27/2022,FLR_082,2531,417,NA,APAL,Sesno,STT,,18.31696,-64.98897,,,,,,
5/27/2022,FLR_083,2526,202,NA,APAL,Sesno,STT,,18.31696,-64.98897,,,,,,
5/27/2022,FLR_084,2525,128,NA,APAL,Sesno,STT,,18.31696,-64.98897,,,,,,
5/27/2022,FLR_085,2502,419,NA,APAL,Sesno,STT,,18.31661,-64.98904,,,,,,
5/27/2022,FLR_086,2509,200,NA,APAL,Sesno,STT,,18.31661,-64.98904,,,,,,
5/27/2022,FLR_087,2512,209,NA,APAL,Sesno,STT,,18.31661,-64.98904,,,,,,
5/27/2022,FLR_088,2506,305,NA,APAL,Sesno,STT,,18.31661,-64.98904,,,,,,
5/27/2022,FLR_089,2524,110,NA,APAL,KA,STT,,18.31716,-64.98894,,,,,,
